Priority,WorkOrder,capable_resource_groups,idle_minutes,ETA,DueDate,Delay,DelayWithoutIdleTime,TimeDifference
321,WO116010-10,84,32366,2024-01-10 11:02:00.000,2024-04-24 00:00:00.000,-105 days +11:02:00,-128 days +23:36:00,22 days 11:26:00
221,WO116019-10,38,0,2023-12-06 09:33:00.000,2023-12-15 00:00:00.000,-9 days +09:33:00,-9 days +09:33:00,0 days 00:00:00
221,WO116020-20,24,2946,2023-12-05 13:10:00.000,2023-12-15 00:00:00.000,-10 days +13:10:00,-12 days +12:04:00,2 days 01:06:00
221,WO116020-30,69,21,2023-12-05 15:00:37.800,2023-12-15 00:00:00.000,-10 days +15:00:37.800000,-10 days +14:39:37.800000,0 days 00:21:00
221,WO116022-30,69,2772,2023-12-04 13:22:00.000,,,,
221,WO116023-10,2|1,783,2023-12-06 09:03:00.000,2023-12-15 00:00:00.000,-9 days +09:03:00,-10 days +20:00:00,0 days 13:03:00
221,WO116025-10,36,1938,2023-11-30 13:00:00.000,2023-12-15 00:00:00.000,-15 days +13:00:00,-16 days +04:42:00,1 days 08:18:00
221,WO116025-20,70,789,2023-12-04 15:02:00.000,2023-12-15 00:00:00.000,-11 days +15:02:00,-11 days +01:53:00,0 days 13:09:00
271,WO116026-10,38,0,2024-01-11 13:23:00.000,2024-01-15 00:00:00.000,-4 days +13:23:00,-4 days +13:23:00,0 days 00:00:00
271,WO116027-10,67,6895,2024-01-11 12:23:00.000,2024-01-15 00:00:00.000,-4 days +12:23:00,-9 days +17:28:00,4 days 18:55:00
271,WO116028-10,67,0,2023-12-22 11:28:00.000,2024-01-15 00:00:00.000,-24 days +11:28:00,-24 days +11:28:00,0 days 00:00:00
271,WO116029-10,67,1149,2024-01-09 14:29:00.000,2024-01-15 00:00:00.000,-6 days +14:29:00,-7 days +19:20:00,0 days 19:09:00
271,WO116030-10,67,4770,2024-01-05 09:06:00.000,2024-01-15 00:00:00.000,-10 days +09:06:00,-13 days +01:36:00,3 days 07:30:00
271,WO116031-10,67,742,2023-12-22 10:19:00.000,2024-01-15 00:00:00.000,-24 days +10:19:00,-25 days +21:57:00,0 days 12:22:00
271,WO116032-10,67,4921,2024-01-05 08:15:00.000,2024-01-15 00:00:00.000,-10 days +08:15:00,-14 days +22:14:00,3 days 10:01:00
271,WO116033-10,16|17,2179,2023-11-30 13:15:00.000,,,,
271,WO116033-20,9,7436,2023-12-22 08:25:00.000,2024-01-15 00:00:00.000,-24 days +08:25:00,-29 days +04:29:00,5 days 03:56:00
271,WO116034-10,16|17,3416,2023-12-05 08:21:00.000,2024-01-15 00:00:00.000,-41 days +08:21:00,-44 days +23:25:00,2 days 08:56:00
271,WO116034-20,9,6161,2023-12-21 13:50:00.000,2024-01-15 00:00:00.000,-25 days +13:50:00,-29 days +07:09:00,4 days 06:41:00
271,WO116036-10,16|17,2162,2023-11-30 13:24:45.000,,,,
271,WO116036-20,9,7366,2023-12-22 07:25:00.000,2024-01-15 00:00:00.000,-24 days +07:25:00,-29 days +04:39:00,5 days 02:46:00
271,WO116037-10,16|17,2133,2023-11-30 13:30:46.200,2024-01-15 00:00:00.000,-46 days +13:30:46.200000,-47 days +01:57:46.200000,1 days 11:33:00
271,WO116037-20,9,6739,2023-12-20 14:55:00.000,2024-01-15 00:00:00.000,-26 days +14:55:00,-31 days +22:36:00,4 days 16:19:00
271,WO116038-10,16|17,3590,2023-12-05 10:44:00.000,2024-01-15 00:00:00.000,-41 days +10:44:00,-44 days +22:54:00,2 days 11:50:00
271,WO116038-20,9,6279,2023-12-22 09:25:00.000,2024-01-15 00:00:00.000,-24 days +09:25:00,-28 days +00:46:00,4 days 08:39:00
271,WO116039-10,16|17,2143,2023-11-30 13:33:00.000,2024-01-15 00:00:00.000,-46 days +13:33:00,-47 days +01:50:00,1 days 11:43:00
271,WO116039-20,9,7277,2023-12-21 15:10:00.000,2024-01-15 00:00:00.000,-25 days +15:10:00,-30 days +13:53:00,5 days 01:17:00
271,WO116051-10,16|17,1776,2023-11-29 15:04:00.000,2024-01-15 00:00:00.000,-47 days +15:04:00,-48 days +09:28:00,1 days 05:36:00
271,WO116051-20,9,7973,2023-12-22 09:55:00.000,2024-01-15 00:00:00.000,-24 days +09:55:00,-30 days +21:02:00,5 days 12:53:00
271,WO116052-10,16|17,2201,2023-11-30 12:28:00.000,2024-01-15 00:00:00.000,-46 days +12:28:00,-48 days +23:47:00,1 days 12:41:00
271,WO116052-20,9,7633,2023-12-22 10:25:00.000,2024-01-15 00:00:00.000,-24 days +10:25:00,-29 days +03:12:00,5 days 07:13:00
164,WO116058-10,30,226,2024-01-08 13:17:00.000,,,,
164,WO116059-10,30,978,2023-12-04 13:50:00.000,,,,
164,WO116060-10,38,0,2023-12-18 11:30:00.000,,,,
164,WO116061-10,38,1135,2023-12-04 13:01:00.000,,,,
164,WO116062-10,2|1,382,2023-12-07 09:00:00.000,,,,
164,WO116062-20,24,376,2023-12-18 11:00:00.000,,,,
164,WO116063-20,24,611,2023-11-28 13:15:00.000,,,,
164,WO116069-20,24,726,2023-11-28 14:30:00.000,,,,
164,WO116070-20,24,382,2023-11-28 07:27:00.000,,,,
164,WO116070-30,69,887,2023-11-29 15:08:00.000,,,,
164,WO116074-10,2|1,221,2023-12-04 10:54:00.000,,,,
164,WO116076-20,24,430,2023-11-29 11:10:00.000,,,,
164,WO116084-20,24,1052,2023-11-30 07:31:00.000,,,,
271,WO116085-20,9,9599,2023-12-22 11:05:00.000,2024-01-15 00:00:00.000,-24 days +11:05:00,-31 days +19:06:00,6 days 15:59:00
206,WO116097-10,38,3130,2023-12-05 10:04:37.800,2023-12-11 00:00:00.000,-6 days +10:04:37.800000,-8 days +05:54:37.800000,2 days 04:10:00
271,WO116099-10,38,3562,2023-12-06 08:30:00.000,2024-01-15 00:00:00.000,-40 days +08:30:00,-43 days +21:08:00,2 days 11:22:00
183,WO116101-10,67,460,2023-11-27 14:39:56.400,2023-11-30 00:00:00.000,-3 days +14:39:56.400000,-3 days +06:59:56.400000,0 days 07:40:00
271,WO116103-10,38,0,2023-12-06 12:53:00.000,2024-01-15 00:00:00.000,-40 days +12:53:00,-40 days +12:53:00,0 days 00:00:00
271,WO116104-10,16|17,3876,2023-12-06 12:23:00.000,,,,
278,WO116113-10,67,1842,2023-12-05 11:00:00.000,2024-01-31 00:00:00.000,-57 days +11:00:00,-58 days +04:18:00,1 days 06:42:00
105,WO116114-10,36,210,2023-11-27 10:50:00.000,2023-10-31 00:00:00.000,27 days 10:50:00,27 days 07:20:00,0 days 03:30:00
105,WO116114-20,69,40,2023-11-27 12:25:00.000,2023-10-31 00:00:00.000,27 days 12:25:00,27 days 11:45:00,0 days 00:40:00
139,WO116116-20,24,60,2023-11-27 12:52:00.000,2023-11-17 00:00:00.000,10 days 12:52:00,10 days 11:52:00,0 days 01:00:00
135,WO116118-10,16|17,1292,2023-11-30 07:31:00.000,2023-11-16 00:00:00.000,14 days 07:31:00,13 days 09:59:00,0 days 21:32:00
257,WO116126-10,16|17,189,2024-01-17 15:52:00.000,2024-01-12 00:00:00.000,5 days 15:52:00,5 days 12:43:00,0 days 03:09:00
257,WO116126-20,24,0,2024-01-19 10:45:00.000,2024-01-12 00:00:00.000,7 days 10:45:00,7 days 10:45:00,0 days 00:00:00
257,WO116126-30,2|1,391,2024-01-23 06:49:00.000,2024-01-12 00:00:00.000,11 days 06:49:00,11 days 00:18:00,0 days 06:31:00
257,WO116126-40,24,0,2024-01-23 12:46:00.000,2024-01-12 00:00:00.000,11 days 12:46:00,11 days 12:46:00,0 days 00:00:00
257,WO116127-10,2|1,201,2023-12-18 11:30:00.000,2024-01-12 00:00:00.000,-25 days +11:30:00,-25 days +08:09:00,0 days 03:21:00
257,WO116127-20,42,1212,2023-12-21 07:25:00.000,2024-01-12 00:00:00.000,-22 days +07:25:00,-23 days +11:13:00,0 days 20:12:00
257,WO116127-30,39,0,2023-12-21 09:25:00.000,2024-01-12 00:00:00.000,-22 days +09:25:00,-22 days +09:25:00,0 days 00:00:00
257,WO116127-40,24,351,2024-01-08 14:07:00.000,2024-01-12 00:00:00.000,-4 days +14:07:00,-4 days +08:16:00,0 days 05:51:00
257,WO116128-20,3,7019,2023-12-15 08:15:00.000,2024-01-12 00:00:00.000,-28 days +08:15:00,-33 days +11:16:00,4 days 20:59:00
257,WO116129-20,3,6959,2023-12-15 07:15:00.000,2024-01-12 00:00:00.000,-28 days +07:15:00,-33 days +11:16:00,4 days 19:59:00
257,WO116130-20,3,7049,2023-12-15 08:45:00.000,2024-01-12 00:00:00.000,-28 days +08:45:00,-33 days +11:16:00,4 days 21:29:00
257,WO116131-20,3,6868,2023-12-14 14:30:00.000,2024-01-12 00:00:00.000,-29 days +14:30:00,-34 days +20:02:00,4 days 18:28:00
257,WO116132-20,3,6989,2023-12-15 07:45:00.000,2024-01-12 00:00:00.000,-28 days +07:45:00,-33 days +11:16:00,4 days 20:29:00
257,WO116133-20,3,7079,2023-12-15 09:15:00.000,2024-01-12 00:00:00.000,-28 days +09:15:00,-33 days +11:16:00,4 days 21:59:00
257,WO116134-20,3,6928,2023-12-15 06:45:00.000,2024-01-12 00:00:00.000,-28 days +06:45:00,-33 days +11:17:00,4 days 19:28:00
257,WO116135-20,3,6898,2023-12-14 15:00:00.000,2024-01-12 00:00:00.000,-29 days +15:00:00,-34 days +20:02:00,4 days 18:58:00
256,WO116137-10,16|17,196,2024-02-09 06:52:00.000,2024-01-12 00:00:00.000,28 days 06:52:00,28 days 03:36:00,0 days 03:16:00
256,WO116137-20,24,294,2024-02-28 13:58:00.000,2024-01-12 00:00:00.000,47 days 13:58:00,47 days 09:04:00,0 days 04:54:00
256,WO116137-30,2|1,0,2024-02-28 14:35:00.000,2024-01-12 00:00:00.000,47 days 14:35:00,47 days 14:35:00,0 days 00:00:00
256,WO116137-40,24,41,2024-03-04 12:30:00.000,2024-01-12 00:00:00.000,52 days 12:30:00,52 days 11:49:00,0 days 00:41:00
256,WO116138-20,3,349,2023-11-27 12:49:54.600,2024-01-12 00:00:00.000,-46 days +12:49:54.600000,-46 days +07:00:54.600000,0 days 05:49:00
256,WO116139-20,3,289,2023-11-27 11:49:54.600,2024-01-12 00:00:00.000,-46 days +11:49:54.600000,-46 days +07:00:54.600000,0 days 04:49:00
256,WO116140-20,3,6778,2023-12-14 13:00:00.000,2024-01-12 00:00:00.000,-29 days +13:00:00,-34 days +20:02:00,4 days 16:58:00
256,WO116141-20,3,6087,2023-12-13 14:28:00.000,2024-01-12 00:00:00.000,-30 days +14:28:00,-34 days +09:01:00,4 days 05:27:00
256,WO116142-20,3,6808,2023-12-14 13:30:00.000,2024-01-12 00:00:00.000,-29 days +13:30:00,-34 days +20:02:00,4 days 17:28:00
256,WO116143-20,3,6370,2023-12-13 14:58:00.000,2024-01-12 00:00:00.000,-30 days +14:58:00,-34 days +04:48:00,4 days 10:10:00
256,WO116144-20,3,319,2023-11-27 12:19:54.600,2024-01-12 00:00:00.000,-46 days +12:19:54.600000,-46 days +07:00:54.600000,0 days 05:19:00
256,WO116145-20,3,6838,2023-12-14 14:00:00.000,2024-01-12 00:00:00.000,-29 days +14:00:00,-34 days +20:02:00,4 days 17:58:00
257,WO116146-10,24,3472,2023-12-06 10:30:00.000,,,,
257,WO116146-20,69,1529,2023-12-11 13:55:00.000,2024-01-12 00:00:00.000,-32 days +13:55:00,-33 days +12:26:00,1 days 01:29:00
257,WO116147-10,24,3854,2023-12-07 10:07:00.000,2024-01-12 00:00:00.000,-36 days +10:07:00,-39 days +17:53:00,2 days 16:14:00
257,WO116148-20,24,905,2023-11-28 13:19:00.000,,,,
257,WO116149-10,24,3998,2023-12-07 12:30:00.000,2024-01-12 00:00:00.000,-36 days +12:30:00,-39 days +17:52:00,2 days 18:38:00
257,WO116150-10,24,3712,2023-12-07 07:45:00.000,2024-01-12 00:00:00.000,-36 days +07:45:00,-39 days +17:53:00,2 days 13:52:00
240,WO116151-10,77,16098,2024-01-16 11:04:00.000,2023-12-22 00:00:00.000,25 days 11:04:00,14 days 06:46:00,11 days 04:18:00
240,WO116151-20,69,0,2024-01-16 11:34:00.000,2023-12-22 00:00:00.000,25 days 11:34:00,25 days 11:34:00,0 days 00:00:00
192,WO116153-10,91,16559,2024-01-23 14:19:00.000,2023-12-01 00:00:00.000,53 days 14:19:00,42 days 02:20:00,11 days 11:59:00
192,WO116154-10,2|1,761,2023-11-28 14:01:00.000,,,,
192,WO116154-20,104,156,2023-11-29 12:51:00.000,,,,
231,WO116155-10,91,13678,2024-01-24 14:19:00.000,2023-12-15 00:00:00.000,40 days 14:19:00,31 days 02:21:00,9 days 11:58:00
231,WO116156-10,2|1,5168,2023-12-08 12:29:00.000,2023-12-15 00:00:00.000,-7 days +12:29:00,-11 days +22:21:00,3 days 14:08:00
231,WO116156-20,104,0,2023-12-09 09:30:00.000,2023-12-15 00:00:00.000,-6 days +09:30:00,-6 days +09:30:00,0 days 00:00:00
251,WO116158-10,84,7325,2023-12-05 04:30:00.000,2024-01-05 00:00:00.000,-31 days +04:30:00,-36 days +02:25:00,5 days 02:05:00
251,WO116158-20,69,19886,2024-02-02 10:30:00.000,2024-01-05 00:00:00.000,28 days 10:30:00,14 days 15:04:00,13 days 19:26:00
115,WO116164-10,16|17,736,2023-11-28 10:38:00.000,2023-11-06 00:00:00.000,22 days 10:38:00,21 days 22:22:00,0 days 12:16:00
19,WO116168-10,38,145,2023-11-27 10:39:49.800,2023-11-27 00:00:00.000,0 days 10:39:49.800000,0 days 08:14:49.800000,0 days 02:25:00
19,WO116170-10,16|17,0,2023-11-27 07:44:00.000,2023-11-27 00:00:00.000,0 days 07:44:00,0 days 07:44:00,0 days 00:00:00
280,WO116178-10,40,0,2024-01-09 11:40:00.000,2024-01-31 00:00:00.000,-22 days +11:40:00,-22 days +11:40:00,0 days 00:00:00
280,WO116179-10,84,0,2023-12-15 10:34:00.000,2024-01-31 00:00:00.000,-47 days +10:34:00,-47 days +10:34:00,0 days 00:00:00
280,WO116179-20,3,0,2023-12-15 11:13:00.000,2024-01-31 00:00:00.000,-47 days +11:13:00,-47 days +11:13:00,0 days 00:00:00
280,WO116180-10,84,7954,2023-12-05 14:38:00.000,2024-01-31 00:00:00.000,-57 days +14:38:00,-62 days +02:04:00,5 days 12:34:00
280,WO116180-20,3,3675,2023-12-15 09:54:00.000,2024-01-31 00:00:00.000,-47 days +09:54:00,-50 days +20:39:00,2 days 13:15:00
280,WO116181-20,9,15286,2024-01-09 11:00:00.000,,,,
204,WO116186-10,38,0,2023-12-18 12:13:00.000,2023-12-11 00:00:00.000,7 days 12:13:00,7 days 12:13:00,0 days 00:00:00
204,WO116187-10,16|17,1074,2023-11-28 14:08:00.000,,,,
204,WO116187-20,9,6165,2023-12-15 10:25:00.000,,,,
204,WO116189-10,38,0,2023-12-15 10:25:00.000,2023-12-11 00:00:00.000,4 days 10:25:00,4 days 10:25:00,0 days 00:00:00
204,WO116189-20,67,179,2023-12-18 11:13:00.000,2023-12-11 00:00:00.000,7 days 11:13:00,7 days 08:14:00,0 days 02:59:00
204,WO116190-10,16|17,0,2023-11-28 14:15:00.000,,,,
204,WO116190-20,9,6068,2023-12-15 08:55:00.000,,,,
204,WO116192-20,24,737,2023-11-28 12:49:00.000,,,,
204,WO116194-10,16|17,1044,2023-11-28 13:38:00.000,,,,
204,WO116194-20,9,6165,2023-12-15 09:55:00.000,2023-12-11 00:00:00.000,4 days 09:55:00,0 days 03:10:00,4 days 06:45:00
204,WO116196-10,16|17,1014,2023-11-28 13:08:00.000,,,,
204,WO116196-20,9,6165,2023-12-15 09:25:00.000,2023-12-11 00:00:00.000,4 days 09:25:00,0 days 02:40:00,4 days 06:45:00
204,WO116201-10,16|17,171,2023-12-04 08:23:00.000,2023-12-11 00:00:00.000,-7 days +08:23:00,-7 days +05:32:00,0 days 02:51:00
204,WO116201-20,9,4496,2023-12-15 08:25:00.000,2023-12-11 00:00:00.000,4 days 08:25:00,1 days 05:29:00,3 days 02:56:00
204,WO116202-20,3,200,2023-11-27 10:19:54.600,,,,
204,WO116209-10,84,1787,2023-11-28 14:16:00.000,2023-12-11 00:00:00.000,-13 days +14:16:00,-14 days +08:29:00,1 days 05:47:00
204,WO116209-20,69,981,2023-11-30 14:25:00.000,2023-12-11 00:00:00.000,-11 days +14:25:00,-12 days +22:04:00,0 days 16:21:00
218,WO116210-10,40,0,2023-12-13 12:51:00.000,2023-12-15 00:00:00.000,-2 days +12:51:00,-2 days +12:51:00,0 days 00:00:00
218,WO116211-10,24,2104,2023-12-04 11:03:00.000,2023-12-15 00:00:00.000,-11 days +11:03:00,-13 days +23:59:00,1 days 11:04:00
218,WO116211-20,42,2833,2023-12-12 10:00:00.000,2023-12-15 00:00:00.000,-3 days +10:00:00,-5 days +10:47:00,1 days 23:13:00
218,WO116211-30,39,0,2023-12-12 10:30:00.000,2023-12-15 00:00:00.000,-3 days +10:30:00,-3 days +10:30:00,0 days 00:00:00
218,WO116211-40,69,597,2023-12-13 12:11:00.000,2023-12-15 00:00:00.000,-2 days +12:11:00,-2 days +02:14:00,0 days 09:57:00
278,WO116216-10,40,0,2024-01-01 07:17:00.000,2024-01-31 00:00:00.000,-30 days +07:17:00,-30 days +07:17:00,0 days 00:00:00
278,WO116218-10,38,1,2024-01-01 06:47:00.000,2024-01-31 00:00:00.000,-30 days +06:47:00,-30 days +06:46:00,0 days 00:01:00
278,WO116219-10,2|1,5168,2023-12-08 06:37:00.000,2024-01-31 00:00:00.000,-54 days +06:37:00,-58 days +16:29:00,3 days 14:08:00
278,WO116220-10,16|17,4522,2023-12-08 08:12:00.000,2024-01-31 00:00:00.000,-54 days +08:12:00,-57 days +04:50:00,3 days 03:22:00
278,WO116220-20,9,5013,2023-12-22 11:45:00.000,2024-01-31 00:00:00.000,-40 days +11:45:00,-43 days +00:12:00,3 days 11:33:00
132,WO116233-10,67,149,2023-11-27 09:29:51.600,,,,
132,WO116233-30,39,861,2023-11-28 14:05:00.000,,,,
203,WO116248-10,67,276,2023-12-18 13:15:00.000,2023-12-11 00:00:00.000,7 days 13:15:00,7 days 08:39:00,0 days 04:36:00
203,WO116249-20,9,6999,2023-12-15 07:55:00.000,,,,
203,WO116252-10,16|17,1011,2023-11-28 14:51:00.000,,,,
203,WO116252-20,9,5932,2023-12-15 07:25:00.000,,,,
203,WO116260-10,16|17,197,2023-12-04 12:31:00.000,2023-12-11 00:00:00.000,-7 days +12:31:00,-7 days +09:14:00,0 days 03:17:00
203,WO116260-20,9,4117,2023-12-15 06:45:00.000,2023-12-11 00:00:00.000,4 days 06:45:00,1 days 10:08:00,2 days 20:37:00
203,WO116262-20,69,1949,2023-11-30 13:59:00.000,,,,
203,WO116266-10,84,1757,2023-11-28 13:46:00.000,,,,
264,WO116271-10,36,2540,2023-12-04 09:00:00.000,,,,
264,WO116271-20,69,17979,2024-01-24 12:47:00.000,2024-01-12 00:00:00.000,12 days 12:47:00,0 days 01:08:00,12 days 11:39:00
260,WO116272-10,36,2450,2023-12-04 07:30:00.000,,,,
260,WO116272-20,69,4976,2023-12-18 13:46:00.000,2024-01-12 00:00:00.000,-25 days +13:46:00,-28 days +02:50:00,3 days 10:56:00
262,WO116273-20,69,24200,2024-02-05 15:15:00.000,2024-01-12 00:00:00.000,24 days 15:15:00,7 days 19:55:00,16 days 19:20:00
258,WO116274-10,36,2389,2023-12-01 11:45:00.000,,,,
258,WO116274-20,69,18519,2024-01-25 14:30:00.000,2024-01-12 00:00:00.000,13 days 14:30:00,0 days 17:51:00,12 days 20:39:00
259,WO116275-10,36,2420,2023-12-04 07:00:00.000,,,,
259,WO116275-20,69,21434,2024-02-05 09:15:00.000,2024-01-12 00:00:00.000,24 days 09:15:00,9 days 12:01:00,14 days 21:14:00
266,WO116276-20,69,24334,2024-02-07 08:43:00.000,2024-01-12 00:00:00.000,26 days 08:43:00,9 days 11:09:00,16 days 21:34:00
263,WO116277-10,36,2510,2023-12-04 08:30:00.000,,,,
263,WO116277-20,69,16504,2024-01-19 10:30:00.000,2024-01-12 00:00:00.000,7 days 10:30:00,-5 days +23:26:00,11 days 11:04:00
265,WO116278-10,36,2570,2023-12-04 09:30:00.000,,,,
265,WO116278-20,69,19465,2024-01-29 15:15:00.000,2024-01-12 00:00:00.000,17 days 15:15:00,4 days 02:50:00,13 days 12:25:00
268,WO116279-20,69,24200,2024-02-05 15:15:00.000,2024-01-12 00:00:00.000,24 days 15:15:00,7 days 19:55:00,16 days 19:20:00
261,WO116280-10,36,2480,2023-12-04 08:00:00.000,,,,
261,WO116280-20,69,696,2023-12-05 12:20:15.000,2024-01-12 00:00:00.000,-38 days +12:20:15,-38 days +00:44:15,0 days 11:36:00
267,WO116281-10,36,2600,2023-12-04 10:00:00.000,,,,
267,WO116281-20,69,6578,2023-12-21 14:10:00.000,2024-01-12 00:00:00.000,-22 days +14:10:00,-26 days +00:32:00,4 days 13:38:00
229,WO116285-10,67,511,2024-02-07 15:00:00.000,2023-12-15 00:00:00.000,54 days 15:00:00,54 days 06:29:00,0 days 08:31:00
230,WO116287-10,91,4980,2023-12-11 12:32:00.000,,,,
232,WO116288-10,91,489,2023-11-27 15:09:00.000,,,,
308,WO116289-10,91,26590,2024-02-15 06:59:00.000,2023-12-01 00:00:00.000,76 days 06:59:00,57 days 19:49:00,18 days 11:10:00
189,WO116290-10,91,17992,2024-01-18 13:59:00.000,2023-12-01 00:00:00.000,48 days 13:59:00,36 days 02:07:00,12 days 11:52:00
184,WO116291-10,91,3998,2023-12-11 08:44:00.000,2023-12-01 00:00:00.000,10 days 08:44:00,7 days 14:06:00,2 days 18:38:00
185,WO116292-10,91,7786,2023-12-20 13:59:00.000,2023-11-30 00:00:00.000,20 days 13:59:00,15 days 04:13:00,5 days 09:46:00
187,WO116293-10,91,16098,2024-01-15 08:44:00.000,2023-11-30 00:00:00.000,46 days 08:44:00,35 days 04:26:00,11 days 04:18:00
188,WO116294-10,91,17466,2024-01-17 13:59:00.000,2023-11-30 00:00:00.000,48 days 13:59:00,36 days 10:53:00,12 days 03:06:00
143,WO116295-10,2|1,149,2023-11-27 09:29:57.000,,,,
207,WO116299-10,2|1,257,2023-11-27 11:17:57.000,2023-12-11 00:00:00.000,-14 days +11:17:57,-14 days +07:00:57,0 days 04:17:00
283,WO116310-10,30,17466,2024-01-18 14:00:00.000,2024-01-31 00:00:00.000,-13 days +14:00:00,-25 days +10:54:00,12 days 03:06:00
176,WO116311-10,2|1,1794,2023-12-13 08:08:00.000,2023-11-28 00:00:00.000,15 days 08:08:00,14 days 02:14:00,1 days 05:54:00
176,WO116311-20,53,8214,2024-01-12 11:33:00.000,2023-11-28 00:00:00.000,45 days 11:33:00,39 days 18:39:00,5 days 16:54:00
176,WO116311-30,53,1065,2024-01-18 07:47:00.000,2023-11-28 00:00:00.000,51 days 07:47:00,50 days 14:02:00,0 days 17:45:00
300,WO116327-10,67,5482,2024-02-22 13:35:00.000,2024-02-19 00:00:00.000,3 days 13:35:00,-1 days +18:13:00,3 days 19:22:00
300,WO116328-10,16|17,446,2023-12-13 14:06:00.000,2024-02-19 00:00:00.000,-68 days +14:06:00,-68 days +06:40:00,0 days 07:26:00
300,WO116328-20,9,17010,2024-02-01 09:50:00.000,2024-02-19 00:00:00.000,-18 days +09:50:00,-30 days +14:20:00,11 days 19:30:00
300,WO116329-10,16|17,211,2024-01-10 09:50:00.000,2024-02-19 00:00:00.000,-40 days +09:50:00,-40 days +06:19:00,0 days 03:31:00
300,WO116329-20,9,3213,2024-01-18 15:07:45.000,2024-02-19 00:00:00.000,-32 days +15:07:45,-34 days +09:34:45,2 days 05:33:00
300,WO116330-10,84,12520,2023-12-11 10:30:00.000,2024-02-19 00:00:00.000,-70 days +10:30:00,-79 days +17:50:00,8 days 16:40:00
300,WO116330-20,3,10532,2024-01-10 07:40:00.000,2024-02-19 00:00:00.000,-40 days +07:40:00,-47 days +00:08:00,7 days 07:32:00
300,WO116331-10,84,12490,2023-12-11 10:00:00.000,2024-02-19 00:00:00.000,-70 days +10:00:00,-79 days +17:50:00,8 days 16:10:00
300,WO116331-20,3,10522,2024-01-10 07:10:00.000,2024-02-19 00:00:00.000,-40 days +07:10:00,-48 days +23:48:00,7 days 07:22:00
300,WO116332-10,16|17,241,2024-01-16 08:20:00.000,2024-02-19 00:00:00.000,-34 days +08:20:00,-34 days +04:19:00,0 days 04:01:00
300,WO116332-20,9,5551,2024-01-31 14:45:00.000,2024-02-19 00:00:00.000,-19 days +14:45:00,-23 days +18:14:00,3 days 20:31:00
281,WO116333-10,16|17,1225,2023-11-30 13:28:00.000,,,,
217,WO116335-10,67,5366,2023-12-14 10:39:00.000,,,,
281,WO116336-20,8,951,2023-11-28 14:05:00.000,,,,
300,WO116338-10,84,10368,2023-12-07 09:40:00.000,2024-02-19 00:00:00.000,-74 days +09:40:00,-81 days +04:52:00,7 days 04:48:00
300,WO116338-20,3,11053,2024-01-09 10:15:00.000,2024-02-19 00:00:00.000,-41 days +10:15:00,-49 days +18:02:00,7 days 16:13:00
300,WO116339-10,84,10458,2023-12-07 11:10:00.000,2024-02-19 00:00:00.000,-74 days +11:10:00,-81 days +04:52:00,7 days 06:18:00
300,WO116339-20,8,0,2023-12-07 11:40:00.000,2024-02-19 00:00:00.000,-74 days +11:40:00,-74 days +11:40:00,0 days 00:00:00
300,WO116340-10,84,10668,2023-12-07 14:40:00.000,,,,
300,WO116341-10,84,11624,2023-12-08 08:05:00.000,,,,
300,WO116342-10,84,10548,2023-12-07 12:40:00.000,,,,
300,WO116342-20,3,10993,2024-01-09 12:15:00.000,,,,
300,WO116343-10,84,10698,2023-12-07 15:10:00.000,2024-02-19 00:00:00.000,-74 days +15:10:00,-81 days +04:52:00,7 days 10:18:00
300,WO116344-10,84,11594,2023-12-08 07:35:00.000,2024-02-19 00:00:00.000,-73 days +07:35:00,-81 days +06:21:00,8 days 01:14:00
300,WO116345-10,84,10518,2023-12-07 12:10:00.000,,,,
300,WO116345-20,3,10993,2024-01-09 11:45:00.000,,,,
300,WO116346-10,84,10578,2023-12-07 13:10:00.000,2024-02-19 00:00:00.000,-74 days +13:10:00,-81 days +04:52:00,7 days 08:18:00
300,WO116346-20,3,10993,2024-01-09 12:45:00.000,2024-02-19 00:00:00.000,-41 days +12:45:00,-49 days +21:32:00,7 days 15:13:00
300,WO116347-10,84,10338,2023-12-07 09:10:00.000,2024-02-19 00:00:00.000,-74 days +09:10:00,-81 days +04:52:00,7 days 04:18:00
300,WO116347-20,8,0,2023-12-07 09:40:00.000,2024-02-19 00:00:00.000,-74 days +09:40:00,-74 days +09:40:00,0 days 00:00:00
300,WO116348-10,84,10488,2023-12-07 11:40:00.000,2024-02-19 00:00:00.000,-74 days +11:40:00,-81 days +04:52:00,7 days 06:48:00
300,WO116348-20,8,0,2023-12-07 12:09:49.800,2024-02-19 00:00:00.000,-74 days +12:09:49.800000,-74 days +12:09:49.800000,0 days 00:00:00
300,WO116349-10,84,10398,2023-12-07 10:10:00.000,2024-02-19 00:00:00.000,-74 days +10:10:00,-81 days +04:52:00,7 days 05:18:00
300,WO116349-20,3,11053,2024-01-09 10:45:00.000,2024-02-19 00:00:00.000,-41 days +10:45:00,-49 days +18:32:00,7 days 16:13:00
300,WO116350-10,84,10308,2023-12-07 08:40:00.000,2024-02-19 00:00:00.000,-74 days +08:40:00,-81 days +04:52:00,7 days 03:48:00
